,util_diff,normal cdf V1-V3,normal cdf V3-V1,log normal cdf V1-V3,log normal cdf V3-V1,choice log prob
279,3.465753,0.9997356,0.0002644062,-0.00026444116,-7.9711924,-0.00026444116
280,3.4711788,0.9997409,0.0002591014,-0.00025913495,-7.9711924,-0.00025913495
281,3.4778912,0.99974734,0.0002526641,-0.00025269602,-7.9711924,-0.00025269602
282,3.468417,0.9997382,0.0002618134,-0.00026181786,-7.9711924,-0.00026181786
283,3.4687126,0.9997385,0.00026148558,-0.00026151977,-7.9711924,-0.00026151977
284,3.4865403,0.9997554,0.00024464726,-0.00024464738,-7.9711924,-0.00024464738
285,3.4653711,0.99973524,0.00026479363,-0.00026479887,-7.9711924,-0.00026479887
286,3.493844,0.99976194,0.00023806095,-0.00023808928,-7.9711924,-0.00023808928
287,3.6340683,0.9998606,0.00013941526,-0.00013942498,-7.9711924,-0.00013942498
288,3.722355,0.9999013,9.870529e-05,-9.871017e-05,-7.9711924,-9.871017e-05
289,3.6567273,0.9998722,0.00012779236,-0.00012780052,-7.9711924,-0.00012780052
290,3.7397928,0.9999079,9.2089176e-05,-9.209342e-05,-7.9711924,-9.209342e-05
291,3.6769323,0.999882,0.0001180172,-0.00011802416,-7.9711924,-0.00011802416
292,3.657688,0.9998728,0.00012719631,-0.0001272044,-7.9711924,-0.0001272044
293,3.6476636,0.9998677,0.00013229251,-0.00013233107,-7.9711924,-0.00013233107
294,3.7483764,0.99991107,8.890033e-05,-8.893408e-05,-7.9711924,-8.893408e-05
295,3.4905806,0.999759,0.00024098158,-0.00024101061,-7.9711924,-0.00024101061
296,3.4690692,0.9997388,0.00026118755,-0.00026122166,-7.9711924,-0.00026122166
297,3.4937003,0.9997618,0.00023820996,-0.00023820852,-7.9711924,-0.00023820852
298,3.4750495,0.99974465,0.0002553463,-0.0002553789,-7.9711924,-0.0002553789
299,3.483403,0.9997525,0.00024747849,-0.0002475091,-7.9711924,-0.0002475091
300,3.469291,0.99973905,0.00026091933,-0.0002609832,-7.9711924,-0.0002609832
301,3.4740813,0.9997437,0.00025632977,-0.00025633283,-7.9711924,-0.00025633283
302,3.4746356,0.99974424,0.00025576353,-0.00025579624,-7.9711924,-0.00025579624
303,3.4800615,0.9997493,0.00025069714,-0.00025072857,-7.9711924,-0.00025072857
304,3.4634573,0.9997334,0.00026661158,-0.0002666471,-7.9711924,-0.0002666471
305,3.4698067,0.9997396,0.0002604127,-0.0002604466,-7.9711924,-0.0002604466
306,3.4892817,0.9997579,0.00024214387,-0.00024214337,-7.9711924,-0.00024214337
307,3.4793537,0.9997487,0.00025132298,-0.00025132476,-7.9711924,-0.00025132476
308,3.4638267,0.9997337,0.00026628375,-0.000266349,-7.9711924,-0.000266349
309,3.4691854,0.99973893,0.00026103854,-0.00026110242,-7.9711924,-0.00026110242
310,3.470109,0.9997399,0.00026014447,-0.0002601485,-7.9711924,-0.0002601485
